case_id	taxa	nucleotide_columns	distinct_aligned_sequences	informative_nucleotide_columns	diagnostic_fit_completed	copy_caveat	fcs_omission_status	remaining_taxa_after_fcs_omission	target_original_dS_review_label	multistart_refit_completed	case_specific_review_flags	selection_eligibility	remaining_general_requirements
Naganishia__5015876at2759__code1	4	630	4	46	True	none_recorded	below_existing_four_taxon_minimum	3	32.55769573288053	False	fcs_omission_below_four_taxa	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Naganishia__5017019at2759__code1	4	1176	4	87	True	none_recorded	unchanged_by_declared_fcs_omission	4	2.1590185195128284	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Naganishia__530740at2759__code1	4	696	4	50	True	none_recorded	unchanged_by_declared_fcs_omission	4	2.487535393785623	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Naganishia__538728at2759__code1	4	1563	4	107	True	none_recorded	unchanged_by_declared_fcs_omission	4	1.6216559194678526	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Naganishia__539632at2759__code1	4	897	4	36	True	none_recorded	unchanged_by_declared_fcs_omission	4	2.596152338526863	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Naganishia__540946at2759__code1	4	1173	4	89	True	none_recorded	below_existing_four_taxon_minimum	3	21.571056122464842	False	fcs_omission_below_four_taxa	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Naganishia__541070at2759__code1	4	744	4	69	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.9491218343944061	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Naganishia__707076at2759__code1	4	801	4	44	True	none_recorded	unchanged_by_declared_fcs_omission	4	1.7370500412982606	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Naganishia__707202at2759__code1	4	786	4	49	True	none_recorded	unchanged_by_declared_fcs_omission	4	2.6428992981505357	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Naganishia__760428at2759__code1	4	951	4	70	True	none_recorded	below_existing_four_taxon_minimum	3	11.857129234219016	False	fcs_omission_below_four_taxa;tree_nni_convergence_warning	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Naganishia__776280at2759__code1	4	942	4	142	True	none_recorded	below_existing_four_taxon_minimum	3	13.784976432633416	False	fcs_omission_below_four_taxa	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Saccharomyces__115730at2759__code1	7	918	7	141	True	none_recorded	unchanged_by_declared_fcs_omission	7	0.3734135577675306	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Saccharomyces__129234at2759__code1	6	345	6	48	True	none_recorded	unchanged_by_declared_fcs_omission	6	0.5933405215089113	False	tree_nni_convergence_warning;near_zero_nucleotide_tree_edge	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Saccharomyces__160487at2759__code1	7	2574	7	377	True	none_recorded	unchanged_by_declared_fcs_omission	7	0.36981810598372034	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Saccharomyces__201273at2759__code1	7	771	7	96	True	none_recorded	unchanged_by_declared_fcs_omission	7	0.31380842551844984	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Saccharomyces__207567at2759__code1	7	540	7	71	True	none_recorded	unchanged_by_declared_fcs_omission	7	0.3745275591245637	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Saccharomyces__260326at2759__code1	7	507	7	68	True	none_recorded	unchanged_by_declared_fcs_omission	7	0.3478336756497324	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Saccharomyces__2852757at2759__code1	7	1377	7	209	True	none_recorded	unchanged_by_declared_fcs_omission	7	0.35860555400782407	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Saccharomyces__288615at2759__code1	7	1821	7	308	True	none_recorded	unchanged_by_declared_fcs_omission	7	0.39081935105766075	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Saccharomyces__319730at2759__code1	7	1350	7	196	True	none_recorded	unchanged_by_declared_fcs_omission	7	0.3877625058762659	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Saccharomyces__340246at2759__code1	7	1965	7	344	True	none_recorded	unchanged_by_declared_fcs_omission	7	0.33825213481059035	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Saccharomyces__345792at2759__code1	7	894	7	88	True	none_recorded	unchanged_by_declared_fcs_omission	7	0.2713794075064098	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Saccharomyces__352891at2759__code1	7	756	7	134	True	none_recorded	unchanged_by_declared_fcs_omission	7	0.41224984403504666	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Saccharomyces__3643464at2759__code1	7	1992	7	385	True	none_recorded	unchanged_by_declared_fcs_omission	7	0.4508504494973866	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Saccharomyces__4613677at2759__code1	7	342	7	57	True	none_recorded	unchanged_by_declared_fcs_omission	7	0.3614639498761495	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Saccharomyces__4695236at2759__code1	7	3192	7	496	True	none_recorded	unchanged_by_declared_fcs_omission	7	0.5193129996855511	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Saccharomyces__4747214at2759__code1	7	414	7	56	True	none_recorded	unchanged_by_declared_fcs_omission	7	0.32841419453894216	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Saccharomyces__4764044at2759__code1	7	1434	7	211	True	none_recorded	unchanged_by_declared_fcs_omission	7	0.40949722567569974	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Saccharomyces__4803900at2759__code1	6	360	6	43	True	none_recorded	unchanged_by_declared_fcs_omission	6	0.46973479885173897	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Saccharomyces__4810093at2759__code1	7	2250	7	408	True	none_recorded	unchanged_by_declared_fcs_omission	7	0.3849111844090065	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Saccharomyces__4813267at2759__code1	7	2439	7	365	True	none_recorded	unchanged_by_declared_fcs_omission	7	0.37088567688332513	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Saccharomyces__4823929at2759__code1	7	1143	7	233	True	none_recorded	unchanged_by_declared_fcs_omission	7	0.36445731894295363	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Saccharomyces__4837017at2759__code1	7	684	7	94	True	none_recorded	unchanged_by_declared_fcs_omission	7	0.33693966929331204	False	tree_parameter_boundary_warning	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Saccharomyces__4838864at2759__code1	7	1887	7	299	True	none_recorded	unchanged_by_declared_fcs_omission	7	0.40183942311402754	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Saccharomyces__4843240at2759__code1	6	1767	6	332	True	none_recorded	unchanged_by_declared_fcs_omission	6	0.4839860786107344	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Saccharomyces__4843824at2759__code1	7	582	7	90	True	none_recorded	unchanged_by_declared_fcs_omission	7	0.46612608570454644	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Saccharomyces__4867008at2759__code1	5	543	5	52	True	none_recorded	unchanged_by_declared_fcs_omission	5	0.46169652116086635	False	tree_parameter_boundary_warning	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Saccharomyces__4888252at2759__code1	7	2631	7	544	True	none_recorded	unchanged_by_declared_fcs_omission	7	0.4883132544187426	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Saccharomyces__4896098at2759__code1	7	615	7	103	True	none_recorded	unchanged_by_declared_fcs_omission	7	0.47245760126927516	False	tree_parameter_boundary_warning	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Saccharomyces__4900375at2759__code1	7	606	7	109	True	none_recorded	unchanged_by_declared_fcs_omission	7	0.46654356417989007	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Saccharomyces__4908955at2759__code1	7	852	7	208	True	none_recorded	unchanged_by_declared_fcs_omission	7	0.5602594647126364	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Saccharomyces__4911644at2759__code1	7	2676	7	444	True	none_recorded	unchanged_by_declared_fcs_omission	7	0.3634386443854858	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Saccharomyces__4969018at2759__code1	7	1371	7	149	True	none_recorded	unchanged_by_declared_fcs_omission	7	0.3140743059465642	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Saccharomyces__4969636at2759__code1	6	1218	6	198	True	none_recorded	unchanged_by_declared_fcs_omission	6	0.352904814250348	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Saccharomyces__4969990at2759__code1	7	1029	7	198	True	none_recorded	unchanged_by_declared_fcs_omission	7	0.4390315387002481	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Saccharomyces__4970387at2759__code1	6	456	6	69	True	none_recorded	unchanged_by_declared_fcs_omission	6	0.3960060082624421	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Saccharomyces__4970538at2759__code1	7	2820	7	461	True	none_recorded	unchanged_by_declared_fcs_omission	7	0.380150799353088	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Saccharomyces__4971272at2759__code1	7	1323	7	241	True	none_recorded	unchanged_by_declared_fcs_omission	7	0.44312131078646466	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Saccharomyces__4974767at2759__code1	7	441	7	80	True	none_recorded	unchanged_by_declared_fcs_omission	7	0.46589366177780933	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Saccharomyces__4975094at2759__code1	7	2919	7	491	True	none_recorded	unchanged_by_declared_fcs_omission	7	0.40063601421932565	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Saccharomyces__4976279at2759__code1	7	1062	7	252	True	none_recorded	unchanged_by_declared_fcs_omission	7	0.4527797315406363	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Saccharomyces__4977163at2759__code1	7	549	7	89	True	none_recorded	unchanged_by_declared_fcs_omission	7	0.45552533393765154	False	tree_parameter_boundary_warning	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Saccharomyces__4977863at2759__code1	7	1752	7	345	True	none_recorded	unchanged_by_declared_fcs_omission	7	0.4645108305279206	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Saccharomyces__4983000at2759__code1	7	1416	7	214	True	none_recorded	unchanged_by_declared_fcs_omission	7	0.40617410125975445	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Saccharomyces__4985971at2759__code1	7	1032	7	174	True	none_recorded	unchanged_by_declared_fcs_omission	7	0.45181985187916684	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Saccharomyces__4986044at2759__code1	7	1365	7	253	True	requires_gene_copy_reconciliation_before_confirmatory_single_ortholog_analysis	unchanged_by_declared_fcs_omission	7	46.21707808851856	False	copy_reconciliation_required;tree_pairwise_saturation_warning;tree_nni_convergence_warning	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Saccharomyces__4987397at2759__code1	7	2520	7	382	True	none_recorded	unchanged_by_declared_fcs_omission	7	0.3875908210580408	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
