representative_input_id	cluster_input_id	source	model_id	taxon_id	protein_id	marker	species_name	study_role	major_lineage
M010917	M010917	AlphaFold	AF-F0XSN3-F1	F226899	XP_014168846.1	5006326at2759	Leptographium clavigerum	ingroup	Ascomycota
M010920	M010920	AlphaFold	AF-F0XT73-F1	F226899	XP_014168790.1	4613677at2759	Leptographium clavigerum	ingroup	Ascomycota
M010923	M010923	AlphaFold	AF-F0XTF2-F1	F226899	XP_014167966.1	538728at2759	Leptographium clavigerum	ingroup	Ascomycota
M010923	M001455	AlphaFold	AF-A0A1B8AYT6-F1	F36050	XP_044709967.1	538728at2759	Fusarium poae	ingroup	Ascomycota
M010923	M002880	AlphaFold	AF-A0A2P4Z9W4-F1	F398673	XP_018658011.1	538728at2759	Trichoderma gamsii	ingroup	Ascomycota
M010923	M009381	AlphaFold	AF-A0AAE1LZC6-F1	F173216	XP_062750217.1	538728at2759	Trichoderma aggressivum	ingroup	Ascomycota
M010923	M003101	AlphaFold	AF-A0A2T3Z8T0-F1	F101201	XP_024760896.1	538728at2759	Trichoderma asperellum	ingroup	Ascomycota
M010937	M010937	AlphaFold	AF-F0Z893-F1	O5786	XP_003283642.1	5006412at2759	Dictyostelium purpureum	outgroup	Amoebozoa
M010938	M010938	AlphaFold	AF-F0Z8X9-F1	O5786	XP_003283842.1	5005274at2759	Dictyostelium purpureum	outgroup	Amoebozoa
M010939	M010939	AlphaFold	AF-F2TVS8-F1	O946362	XP_004998746.1	5015712at2759	Salpingoeca rosetta	outgroup	Choanoflagellatea
M010940	M010940	AlphaFold	AF-F2TVW9-F1	O946362	XP_004998786.1	4940884at2759	Salpingoeca rosetta	outgroup	Choanoflagellatea
M010940	M011798	AlphaFold	AF-M5E4Q5-F1	F76777	XP_018738702.1	4940884at2759	Malassezia sympodialis	ingroup	Basidiomycota
M010940	M002606	AlphaFold	AF-A0A2G4SEU9-F1	F58291	XP_023461021.1	4940884at2759	Rhizopus microsporus	ingroup	Mucoromycota
M010942	M010942	AlphaFold	AF-F2TWE7-F1	O946362	XP_004998962.1	5001473at2759	Salpingoeca rosetta	outgroup	Choanoflagellatea
M010944	M010944	AlphaFold	AF-F2TWF3-F1	O946362	XP_004998968.1	5005174at2759	Salpingoeca rosetta	outgroup	Choanoflagellatea
M010944	M005230	AlphaFold	AF-A0A6G1GBK5-F1	F1341166	XP_033537025.1	5005174at2759	Eremomyces bilateralis	ingroup	Ascomycota
M010945	M010945	AlphaFold	AF-F4R334-F1	F203908	XP_007403497.1	530740at2759	Melampsora laricis-populina	ingroup	Basidiomycota
M010946	M010946	AlphaFold	AF-F4R3D4-F1	F203908	XP_007403548.1	727964at2759	Melampsora laricis-populina	ingroup	Basidiomycota
M010946	M002557	AlphaFold	AF-A0A1Y2H937-F1	F109876	ORZ31090.1	727964at2759	Catenaria anguillulae	ingroup	Blastocladiomycota
M010946	M005197	AlphaFold	AF-A0A6G1G4Z8-F1	F1341166	XP_033534755.1	727964at2759	Eremomyces bilateralis	ingroup	Ascomycota
M010946	M009291	AlphaFold	AF-A0AAE1C500-F1	F574656	XP_064690733.1	727964at2759	Recurvomyces mirabilis	ingroup	Ascomycota
M010946	M015153	ESMFold	ESM-S5e4b88f45c23ef56c4553438146ba9938a04d02c14771f22bba3b60540ce3cfc-d662a12b8ced	F208348	XP_053016549.1	727964at2759	Puccinia triticina	ingroup	Basidiomycota
M010946	M018104	ESMFold	ESM-Sf7534c860cd92acfd096ea8983e4be0d2feb0b800fe25e9a631c6a452e362181-d662a12b8ced	F170000	KAI8452127.1	727964at2759	Phakopsora pachyrhizi	ingroup	Basidiomycota
M010958	M010958	AlphaFold	AF-F7VL93-F1	F5147	XP_003351939.1	4970387at2759	Sordaria macrospora	ingroup	Ascomycota
M010965	M010965	AlphaFold	AF-G1WYW2-F1	F2813651	XP_011117424.1	5005274at2759	Orbilia oligospora	ingroup	Ascomycota
M010969	M010969	AlphaFold	AF-G1WZF8-F1	F2813651	XP_011117620.1	4888252at2759	Orbilia oligospora	ingroup	Ascomycota
M010969	M008047	AlphaFold	AF-A0A9P8L3I7-F1	F1670608	KAH0541991.1	4888252at2759	Glutinoglossum americanum	ingroup	Ascomycota
M010979	M010979	AlphaFold	AF-G1X2L8-F1	F2813651	XP_011118730.1	538728at2759	Orbilia oligospora	ingroup	Ascomycota
M010979	M002392	AlphaFold	AF-A0A1Y1VU67-F1	F1754192	ORX64827.1	538728at2759	Anaeromyces robustus	ingroup	Neocallimastigomycota
M010982	M010982	AlphaFold	AF-G1X331-F1	F2813651	XP_011118893.1	541070at2759	Orbilia oligospora	ingroup	Ascomycota
M010982	M001207	AlphaFold	AF-A0A163KIE4-F1	F5454	XP_038799505.1	541070at2759	Ascochyta rabiei	ingroup	Ascomycota
M010982	M001861	AlphaFold	AF-A0A1E4TQF9-F1	F4918	ODV93996.1	541070at2759	Pachysolen tannophilus	ingroup	Ascomycota
M010982	M006031	AlphaFold	AF-A0A875RZP1-F1	F13502	XP_038777698.1	541070at2759	Brettanomyces nanus	ingroup	Ascomycota
M010982	M004294	AlphaFold	AF-A0A6A6B5C3-F1	F462254	XP_033395055.1	541070at2759	Aplosporella prunicola	ingroup	Ascomycota
M010982	M011237	AlphaFold	AF-H1VSI1-F1	F80884	XP_018154763.1	541070at2759	Colletotrichum higginsianum	ingroup	Ascomycota
M010982	M005224	AlphaFold	AF-A0A6G1GA64-F1	F1341166	XP_033536360.1	541070at2759	Eremomyces bilateralis	ingroup	Ascomycota
M010982	M007367	AlphaFold	AF-A0A9P4QFK0-F1	F705562	KAF2724915.1	541070at2759	Polychaeton citri	ingroup	Ascomycota
M010982	M006893	AlphaFold	AF-A0A8K0KYG6-F1	F2601811	KAG8626314.1	541070at2759	Elsinoe batatas	ingroup	Ascomycota
M010982	M009787	AlphaFold	AF-A0AAV5QHZ0-F1	F43959	XP_064850995.1	541070at2759	Saccharomycopsis crataegensis	ingroup	Ascomycota
M010982	M011499	AlphaFold	AF-J5RN94-F1	F114524	XP_056085963.1	541070at2759	Saccharomyces kudriavzevii	ingroup	Ascomycota
M010982	M008155	AlphaFold	AF-A0A9P8TMK4-F1	F599730	KAH3684259.1	541070at2759	Waltiozyma pijperi	ingroup	Ascomycota
M010982	M011608	AlphaFold	AF-J8Q4N2-F1	F706196	EJS44643.1	541070at2759	Saccharomyces arboricola	ingroup	Ascomycota
M010982	M012002	AlphaFold	AF-P38197-F1	F4932	NP_009517.1	541070at2759	Saccharomyces cerevisiae	ingroup	Ascomycota
M010982	M014222	ESMFold	ESM-S306194c2da633aa91dfe2ae405356255742f42b3223f3ed09f1b08fa403f88b8-d662a12b8ced	F230603	CAI4056162.1	541070at2759	Saccharomyces uvarum	ingroup	Ascomycota
M010982	M017831	ESMFold	ESM-Se8de6ffbf0102973cf2ff08d71ca4f89f2091a0f2e3d975f88fe6787bc3d76a5-d662a12b8ced	F27291	XP_033764562.1	541070at2759	Saccharomyces paradoxus	ingroup	Ascomycota
M010982	M017920	ESMFold	ESM-See0394980a7a7a24ea7d46b7cbf1036b1304f565f784fa3996591c78c597c820-d662a12b8ced	F383834	XP_066797442.1	541070at2759	Lipomyces doorenjongii	ingroup	Ascomycota
M010984	M010984	AlphaFold	AF-G1X4I8-F1	F2813651	XP_011119400.1	538952at2759	Orbilia oligospora	ingroup	Ascomycota
M010992	M010992	AlphaFold	AF-G1X649-F1	F2813651	XP_011119961.1	5013259at2759	Orbilia oligospora	ingroup	Ascomycota
M010994	M010994	AlphaFold	AF-G1X6N3-F1	F2813651	XP_011120145.1	5005010at2759	Orbilia oligospora	ingroup	Ascomycota
M012028	M012028	AlphaFold	AF-P47083-F1	F4932	NP_012535.3	5006412at2759	Saccharomyces cerevisiae	ingroup	Ascomycota
M012034	M012034	AlphaFold	AF-P53769-F1	F332112	EHN05658.1	530740at2759	Saccharomyces cerevisiae x Saccharomyces kudriavzevii	ingroup	Ascomycota
M012034	M012034	AlphaFold	AF-P53769-F1	F4932	NP_013427.1	530740at2759	Saccharomyces cerevisiae	ingroup	Ascomycota
M012038	M012038	AlphaFold	AF-Q02554-F1	F332112	EHN05472.1	538728at2759	Saccharomyces cerevisiae x Saccharomyces kudriavzevii	ingroup	Ascomycota
M012038	M012038	AlphaFold	AF-Q02554-F1	F4932	NP_013967.1	538728at2759	Saccharomyces cerevisiae	ingroup	Ascomycota
M012045	M012045	AlphaFold	AF-Q04693-F1	F4932	NP_013663.1	5000152at2759	Saccharomyces cerevisiae	ingroup	Ascomycota
M012045	M000060	AlphaFold	AF-A0A074X1F2-F1	F5580	XP_029755410.1	5000152at2759	Aureobasidium pullulans	ingroup	Ascomycota
M012045	M002805	AlphaFold	AF-A0A2K1QTW8-F1	F2082308	PNS18481.1	5000152at2759	Sphaceloma murrayae	ingroup	Ascomycota
M012045	M000490	AlphaFold	AF-A0A0C9UA22-F1	F68786	KIJ39948.1	5000152at2759	Sphaerobolus stellatus	ingroup	Basidiomycota
M012045	M000514	AlphaFold	AF-A0A0E9N820-F1	F5606	XP_019025598.1	5000152at2759	Saitoella complicata	ingroup	Ascomycota
M012045	M000803	AlphaFold	AF-A0A0W4ZGD2-F1	F4754	XP_018225444.1	5000152at2759	Pneumocystis carinii	ingroup	Ascomycota
M012045	M000938	AlphaFold	AF-A0A0W4ZTM2-F1	F42068	XP_018230416.1	5000152at2759	Pneumocystis jirovecii	ingroup	Ascomycota
M012045	M011895	AlphaFold	AF-M7PAV3-F1	F263815	XP_007872503.1	5000152at2759	Pneumocystis murina	ingroup	Ascomycota
M012045	M000653	AlphaFold	AF-A0A0H5C3I4-F1	F4903	XP_020069787.1	5000152at2759	Williopsis jadinii	ingroup	Ascomycota
M012045	M001103	AlphaFold	AF-A0A161HHZ2-F1	F796027	XP_018734404.1	5000152at2759	Sugiyamaella lignohabitans	ingroup	Ascomycota
M012045	M001149	AlphaFold	AF-A0A162Z222-F1	F5454	XP_038797412.1	5000152at2759	Ascochyta rabiei	ingroup	Ascomycota
M012045	M001241	AlphaFold	AF-A0A165CMD2-F1	F5219	KZV82735.1	5000152at2759	Exidia glandulosa	ingroup	Basidiomycota
M012045	M010268	AlphaFold	AF-B0CPE1-F1	F29883	XP_001873153.1	5000152at2759	Laccaria bicolor	ingroup	Basidiomycota
M012045	M001515	AlphaFold	AF-A0A1D2VBL6-F1	F54195	XP_020045391.1	5000152at2759	Ascoidea rubescens	ingroup	Ascomycota
M012045	M001669	AlphaFold	AF-A0A1E3NZ70-F1	F4927	XP_019037602.1	5000152at2759	Hansenula anomala	ingroup	Ascomycota
M012045	M001912	AlphaFold	AF-A0A1E4TWT5-F1	F4918	ODV96220.1	5000152at2759	Pachysolen tannophilus	ingroup	Ascomycota
M012045	M002079	AlphaFold	AF-A0A1J7JVR1-F1	F177197	OIW33484.1	5000152at2759	Coniochaeta ligniaria	ingroup	Ascomycota
M012045	M002093	AlphaFold	AF-A0A1J9QQX0-F1	F236234	XP_020127085.1	5000152at2759	Diplodia corticola	ingroup	Ascomycota
M012045	M002258	AlphaFold	AF-A0A1U7LNR1-F1	F48691	OLL24268.1	5000152at2759	Neolecta irregularis	ingroup	Ascomycota
M012045	M002576	AlphaFold	AF-A0A238F1X9-F1	F269621	SCV67047.1	5000152at2759	Microbotryum intermedium	ingroup	Basidiomycota
M012045	M002690	AlphaFold	AF-A0A2G5I5T2-F1	F122368	XP_023457672.1	5000152at2759	Cercospora beticola	ingroup	Ascomycota
M012045	M003425	AlphaFold	AF-A0A2U9R578-F1	F4909	XP_029321686.1	5000152at2759	Pichia kudriavzevii	ingroup	Ascomycota
M012045	M003502	AlphaFold	AF-A0A316YYX5-F1	F58919	XP_025594738.1	5000152at2759	Tilletiopsis washingtonensis	ingroup	Basidiomycota
M012045	M003762	AlphaFold	AF-A0A397G904-F1	F1348612	RHZ47471.1	5000152at2759	Diversispora epigaea	ingroup	Glomeromycota
M012045	M003998	AlphaFold	AF-A0A437A867-F1	F97331	XP_067492947.1	5000152at2759	Arthrobotrys flagrans	ingroup	Ascomycota
M012045	M004219	AlphaFold	AF-A0A5E8BQT7-F1	F2606893	XP_031854314.1	5000152at2759	Magnusiomyces paraingens	ingroup	Ascomycota
M012045	M004289	AlphaFold	AF-A0A6A6B450-F1	F462254	XP_033393876.1	5000152at2759	Aplosporella prunicola	ingroup	Ascomycota
M012045	M004596	AlphaFold	AF-A0A6A6QYJ4-F1	F390894	KAF2497192.1	5000152at2759	Lophium mytilinum	ingroup	Ascomycota
M012045	M004997	AlphaFold	AF-A0A6A6Z5Y9-F1	F574789	XP_033583475.1	5000152at2759	Mytilinidion resinicola	ingroup	Ascomycota
M012045	M004749	AlphaFold	AF-A0A6A6URD0-F1	F703497	KAF2673961.1	5000152at2759	Microthyrium microscopicum	ingroup	Ascomycota
M012045	M004826	AlphaFold	AF-A0A6A6W5G6-F1	F470096	XP_033599631.1	5000152at2759	Pseudovirgaria hyperparasitica	ingroup	Ascomycota
M012045	M010563	AlphaFold	AF-D5GDS5-F1	F39416	XP_002838477.1	5000152at2759	Tuber melanosporum	ingroup	Ascomycota
M012045	M005055	AlphaFold	AF-A0A6A7BZN8-F1	F147573	KAF2860189.1	5000152at2759	Piedraia hortae	ingroup	Ascomycota
M012045	M005321	AlphaFold	AF-A0A6G1H019-F1	F1176130	KAF1986318.1	5000152at2759	Aulographum hederae	ingroup	Ascomycota
M012045	M005393	AlphaFold	AF-A0A6G1HKU8-F1	F703511	KAF2396395.1	5000152at2759	Trichodelitschia bisporula	ingroup	Ascomycota
M012045	M005624	AlphaFold	AF-A0A6P8BMY7-F1	F148305	XP_030988376.1	5000152at2759	Pyricularia grisea	ingroup	Ascomycota
M012045	M009752	AlphaFold	AF-A0AAV4ZYI7-F1	F1419009	GJJ06147.1	5000152at2759	Clathrus columnatus	ingroup	Basidiomycota
M012045	M011432	AlphaFold	AF-J3P7G8-F1	F36779	XP_009225573.1	5000152at2759	Gaeumannomyces tritici	ingroup	Ascomycota
M012045	M005990	AlphaFold	AF-A0A875RNF1-F1	F13502	XP_038777125.1	5000152at2759	Brettanomyces nanus	ingroup	Ascomycota
M012045	M006229	AlphaFold	AF-A0A8E2F157-F1	F574774	OCL08559.1	5000152at2759	Glonium stellatum	ingroup	Ascomycota
M012045	M002475	AlphaFold	AF-A0A1Y2DVW6-F1	F1141098	XP_040715078.1	5000152at2759	Pseudomassariella vexata	ingroup	Ascomycota
M012045	M003790	AlphaFold	AF-A0A420XZ28-F1	F177199	RKU40912.1	5000152at2759	Coniochaeta pulveracea	ingroup	Ascomycota
M012045	M009623	AlphaFold	AF-A0AAJ0FM50-F1	F1093897	XP_060281993.1	5000152at2759	Phialemonium atrogriseum	ingroup	Ascomycota
M012045	M006376	AlphaFold	AF-A0A8H3ELP1-F1	F1940652	CAF9906763.1	5000152at2759	Gomphillus americanus	ingroup	Ascomycota
M012045	M006969	AlphaFold	AF-A0A8K0PF42-F1	F2601811	KAG8623189.1	5000152at2759	Elsinoe batatas	ingroup	Ascomycota
M012045	M007017	AlphaFold	AF-A0A9N8UZX6-F1	F144530	CAG8433115.1	5000152at2759	Ambispora gerdemannii	ingroup	Glomeromycota
M012045	M007122	AlphaFold	AF-A0A9P4IR47-F1	F147570	KAF2148522.1	5000152at2759	Myriangium duriaei	ingroup	Ascomycota
M012045	M007126	AlphaFold	AF-A0A9P4IS25-F1	F1504668	KAF2104355.1	5000152at2759	Rhizodiscina lignyota	ingroup	Ascomycota
M012045	M007373	AlphaFold	AF-A0A9P4QGZ2-F1	F705562	KAF2726095.1	5000152at2759	Polychaeton citri	ingroup	Ascomycota
M012045	M007460	AlphaFold	AF-A0A9P4SL01-F1	F703506	KAF2843800.1	5000152at2759	Patellaria atrata	ingroup	Ascomycota
M012045	M007838	AlphaFold	AF-A0A9P7ERW1-F1	F1912936	XP_041285155.1	5000152at2759	Suillus discolor	ingroup	Basidiomycota
M012045	M008157	AlphaFold	AF-A0A9P8TMZ0-F1	F599730	KAH3684650.1	5000152at2759	Waltiozyma pijperi	ingroup	Ascomycota
M012045	M008326	AlphaFold	AF-A0A9Q8SJF7-F1	F145971	XP_049139895.1	5000152at2759	Colletotrichum lupini	ingroup	Ascomycota
M012045	M006158	AlphaFold	AF-A0A8E2EDY7-F1	F741139	OCK82031.1	5000152at2759	Lepidopterella palustris	ingroup	Ascomycota
M012045	M008519	AlphaFold	AF-A0A9W9BBX0-F1	F2034170	XP_056029453.1	5000152at2759	Trichoderma breve	ingroup	Ascomycota
M012045	M008832	AlphaFold	AF-A0AAD5RIK9-F1	F339359	KAJ2895181.1	5000152at2759	Zalerion maritima	ingroup	Ascomycota
M012045	M009194	AlphaFold	AF-A0AAE0TQH0-F1	F574656	XP_064698406.1	5000152at2759	Recurvomyces mirabilis	ingroup	Ascomycota
M012045	M009691	AlphaFold	AF-A0AAN6I9P6-F1	F2486360	XP_062666455.1	5000152at2759	Exophiala viscosa	ingroup	Ascomycota
M012045	M009747	AlphaFold	AF-A0AAV0AJA9-F1	F170000	KAI8461359.1	5000152at2759	Phakopsora pachyrhizi	ingroup	Basidiomycota
M012045	M009784	AlphaFold	AF-A0AAV5QHH8-F1	F43959	XP_064851052.1	5000152at2759	Saccharomycopsis crataegensis	ingroup	Ascomycota
M012045	M009881	AlphaFold	AF-A0AAV9NUV4-F1	F1690608	XP_064653910.1	5000152at2759	Saxophila tyrrhenica	ingroup	Ascomycota
M012045	M010139	AlphaFold	AF-A0AB34KHT6-F1	F1052096	XP_069227754.1	5000152at2759	Cladosporium halotolerans	ingroup	Ascomycota
M012045	M010789	AlphaFold	AF-E5QZ59-F1	F63402	XP_003176243.1	5000152at2759	Nannizzia gypsea	ingroup	Ascomycota
M012045	M010811	AlphaFold	AF-E6QXR7-F1	F37769	XP_003191408.1	5000152at2759	Cryptococcus gattii	ingroup	Basidiomycota
M012045	M010900	AlphaFold	AF-F0XPT7-F1	F226899	XP_014169582.1	5000152at2759	Leptographium clavigerum	ingroup	Ascomycota
M012045	M001426	AlphaFold	AF-A0A1B8ADD8-F1	F36050	XP_044702721.1	5000152at2759	Fusarium poae	ingroup	Ascomycota
M012045	M002875	AlphaFold	AF-A0A2P4Z889-F1	F398673	XP_024404415.1	5000152at2759	Trichoderma gamsii	ingroup	Ascomycota
M012045	M002994	AlphaFold	AF-A0A2T3B083-F1	F5101	XP_024720326.1	5000152at2759	Amorphotheca resinae	ingroup	Ascomycota
M012045	M003141	AlphaFold	AF-A0A2T3ZNW6-F1	F101201	XP_024766149.1	5000152at2759	Trichoderma asperellum	ingroup	Ascomycota
M012045	M003232	AlphaFold	AF-A0A2T4AR51-F1	F5544	XP_024779197.1	5000152at2759	Trichoderma harzianum	ingroup	Ascomycota
M012045	M003290	AlphaFold	AF-A0A2T4B4U3-F1	F58853	XP_024747640.1	5000152at2759	Trichoderma citrinoviride	ingroup	Ascomycota
M012045	M003617	AlphaFold	AF-A0A370TXZ9-F1	F2656787	XP_031873058.1	5000152at2759	Venustampulla echinocandica	ingroup	Ascomycota
M012045	M003710	AlphaFold	AF-A0A384JUP9-F1	F40559	XP_024551352.1	5000152at2759	Botrytis cinerea	ingroup	Ascomycota
M012045	M004121	AlphaFold	AF-A0A507AKU3-F1	F1093900	XP_030992876.1	5000152at2759	Thyridium curvatum	ingroup	Ascomycota
M012045	M006677	AlphaFold	AF-A0A8H4CVJ2-F1	F474922	XP_045269931.1	5000152at2759	Colletotrichum gloeosporioides	ingroup	Ascomycota
M012045	M007643	AlphaFold	AF-A0A9P5CTN8-F1	F5116	XP_040781499.1	5000152at2759	Cryphonectria parasitica	ingroup	Ascomycota
M012045	M007768	AlphaFold	AF-A0A9P6LGL5-F1	F1095194	XP_038741171.1	5000152at2759	Colletotrichum karsti	ingroup	Ascomycota
M012045	M008009	AlphaFold	AF-A0A9P8ITP5-F1	F1042133	XP_044684458.1	5000152at2759	Fusarium musae	ingroup	Ascomycota
M012045	M008226	AlphaFold	AF-A0A9P9X1Y0-F1	F1209934	XP_060383309.1	5000152at2759	Colletotrichum tamarilloi	ingroup	Ascomycota
M012045	M008226	AlphaFold	AF-A0A9P9X1Y0-F1	F1671311	XP_060391761.1	5000152at2759	Colletotrichum abscissum	ingroup	Ascomycota
M012045	M008469	AlphaFold	AF-A0A9W8RL67-F1	F195108	XP_053007342.1	5000152at2759	Fusarium falciforme	ingroup	Ascomycota
M012045	M008745	AlphaFold	AF-A0AA38S7I4-F1	F41990	KAJ9150815.1	5000152at2759	Pleurostoma richardsiae	ingroup	Ascomycota
M012045	M009324	AlphaFold	AF-A0AAE1ICS7-F1	F173216	XP_062754376.1	5000152at2759	Trichoderma aggressivum	ingroup	Ascomycota
M012045	M009492	AlphaFold	AF-A0AAI9Z7Y6-F1	F1209916	XP_060319553.1	5000152at2759	Colletotrichum costaricense	ingroup	Ascomycota
M012045	M010011	AlphaFold	AF-A0AAX4HZ34-F1	F34406	XP_062773208.1	5000152at2759	Colletotrichum destructivum	ingroup	Ascomycota
M012045	M011217	AlphaFold	AF-H1V6F8-F1	F80884	XP_018162543.1	5000152at2759	Colletotrichum higginsianum	ingroup	Ascomycota
M012045	M011760	AlphaFold	AF-K3W3L9-F1	F101028	XP_009251585.1	5000152at2759	Fusarium pseudograminearum	ingroup	Ascomycota
M012045	M013097	AlphaFold	AF-W7MH99-F1	F117187	XP_018750373.1	5000152at2759	Fusarium verticillioides	ingroup	Ascomycota
M012045	M013153	AlphaFold	AF-X0E4H8-F1	F5507	XP_031046972.1	5000152at2759	Fusarium oxysporum	ingroup	Ascomycota
M012045	M010934	AlphaFold	AF-F0Z743-F1	O5786	XP_003283209.1	5000152at2759	Dictyostelium purpureum	outgroup	Amoebozoa
M012045	M012133	AlphaFold	AF-Q2ULC2-F1	F5062	XP_023089976.1	5000152at2759	Aspergillus oryzae	ingroup	Ascomycota
M012045	M000521	AlphaFold	AF-A0A0G2DW62-F1	F158046	KKY15177.1	5000152at2759	Phaeomoniella chlamydospora	ingroup	Ascomycota
M012045	M001085	AlphaFold	AF-A0A146FUQ6-F1	F1069201	XP_041545141.1	5000152at2759	Aspergillus luchuensis	ingroup	Ascomycota
M012045	M004519	AlphaFold	AF-A0A6A6PDH4-F1	F578093	KAF2462035.1	5000152at2759	Lineolata rhizophorae	ingroup	Ascomycota
M012045	M005181	AlphaFold	AF-A0A6G1G165-F1	F1341166	XP_033533425.1	5000152at2759	Eremomyces bilateralis	ingroup	Ascomycota
M012045	M005631	AlphaFold	AF-A0A7R7VDK0-F1	F182096	XP_043131258.1	5000152at2759	Aspergillus chevalieri	ingroup	Ascomycota
M012045	M005806	AlphaFold	AF-A0A7R7XNZ2-F1	F1220207	XP_041556552.1	5000152at2759	Aspergillus puulaauensis	ingroup	Ascomycota
M012045	M005975	AlphaFold	AF-A0A7U2QS28-F1	F5059	XP_041142909.2	5000152at2759	Aspergillus flavus	ingroup	Ascomycota
M012045	M006575	AlphaFold	AF-A0A8H3IXE2-F1	F116794	CAF9937675.1	5000152at2759	Heterodermia speciosa	ingroup	Ascomycota
M012045	M006778	AlphaFold	AF-A0A8H6F7X8-F1	F560253	XP_037147478.1	5000152at2759	Letharia lupina	ingroup	Ascomycota
M012045	M007935	AlphaFold	AF-A0A9P8I4Q8-F1	F1670608	KAH0543251.1	5000152at2759	Glutinoglossum americanum	ingroup	Ascomycota
M012045	M009074	AlphaFold	AF-A0AAD9YZ47-F1	F209136	KAK3168270.1	5000152at2759	Lepraria neglecta	ingroup	Ascomycota
M012045	M010416	AlphaFold	AF-C1H1J3-F1	F1048829	XP_002793727.1	5000152at2759	Paracoccidioides lutzii	ingroup	Ascomycota
M012045	M012199	AlphaFold	AF-Q4WLI5-F1	F746128	XP_751217.1	5000152at2759	Aspergillus fumigatus	ingroup	Ascomycota
M012045	M012274	AlphaFold	AF-Q5B1X8-F1	F162425	XP_050468264.1	5000152at2759	Aspergillus nidulans	ingroup	Ascomycota
M012045	M012712	AlphaFold	AF-W1QCM7-F1	F1005962	XP_013934679.1	5000152at2759	Ogataea parapolymorpha	ingroup	Ascomycota
M012045	M012590	AlphaFold	AF-S3D1Y9-F1	F61273	EPE07260.1	5000152at2759	Ophiostoma piceae	ingroup	Ascomycota
M012045	M012908	AlphaFold	AF-W2SE03-F1	F293227	XP_008711658.1	5000152at2759	Cyphellophora europaea	ingroup	Ascomycota
M012045	M013005	AlphaFold	AF-W3XIC1-F1	F393283	XP_007830557.1	5000152at2759	Pestalotiopsis fici	ingroup	Ascomycota
M012061	M012061	AlphaFold	AF-Q12468-F1	F4932	NP_010065.2	4908955at2759	Saccharomyces cerevisiae	ingroup	Ascomycota
M012065	M012065	AlphaFold	AF-Q1ZXF6-F1	O44689	XP_001134544.1	538728at2759	Dictyostelium discoideum	outgroup	Amoebozoa
M012069	M012069	AlphaFold	AF-Q2TZF4-F1	F5062	XP_023093678.1	5013726at2759	Aspergillus oryzae	ingroup	Ascomycota
M012075	M012075	AlphaFold	AF-Q2U2J6-F1	F5062	XP_001825352.1	4940884at2759	Aspergillus oryzae	ingroup	Ascomycota
M012075	M012314	AlphaFold	AF-Q5BDW4-F1	F162425	XP_658870.1	4940884at2759	Aspergillus nidulans	ingroup	Ascomycota
M012090	M012090	AlphaFold	AF-Q2U958-F1	F5062	XP_023092020.1	5005697at2759	Aspergillus oryzae	ingroup	Ascomycota
M012909	M012909	AlphaFold	AF-W2SED1-F1	F293227	XP_008711764.1	4986044at2759	Cyphellophora europaea	ingroup	Ascomycota
M012909	M009707	AlphaFold	AF-A0AAN6III2-F1	F2486360	XP_062675805.1	4986044at2759	Exophiala viscosa	ingroup	Ascomycota
M012924	M012924	AlphaFold	AF-W3WKQ6-F1	F393283	XP_007840957.1	760428at2759	Pestalotiopsis fici	ingroup	Ascomycota
M012924	M013432	ESMFold	ESM-S0c3cd227a5280a34a34019370aa549b9a8a749e9caad5a5bd5512d2871d4877c-d662a12b8ced	F2486360	XP_062666229.1	760428at2759	Exophiala viscosa	ingroup	Ascomycota
M012924	M000219	AlphaFold	AF-A0A084FYZ9-F1	F563466	XP_016640110.1	760428at2759	Scedosporium apiospermum	ingroup	Ascomycota
M012924	M002250	AlphaFold	AF-A0A1U7LMK3-F1	F48691	OLL23877.1	760428at2759	Neolecta irregularis	ingroup	Ascomycota
M012924	M008220	AlphaFold	AF-A0A9P9WWQ5-F1	F1658444	XP_049173430.1	760428at2759	Neoarthrinium moseri	ingroup	Ascomycota
M012924	M009408	AlphaFold	AF-A0AAE1M7K2-F1	F173216	XP_062758211.1	760428at2759	Trichoderma aggressivum	ingroup	Ascomycota
M012924	M012660	AlphaFold	AF-V3YZC1-F1	O225164	XP_009065774.1	760428at2759	Lottia gigantea	outgroup	Metazoa
M012930	M012930	AlphaFold	AF-W3WQF7-F1	F393283	XP_007838274.1	5001473at2759	Pestalotiopsis fici	ingroup	Ascomycota
M012930	M002518	AlphaFold	AF-A0A1Y2EEB0-F1	F1141098	XP_040719687.1	5001473at2759	Pseudomassariella vexata	ingroup	Ascomycota
M012970	M012970	AlphaFold	AF-W3X694-F1	F393283	XP_007833412.1	5006412at2759	Pestalotiopsis fici	ingroup	Ascomycota
M012975	M012975	AlphaFold	AF-W3X7M2-F1	F393283	XP_007833161.1	5003856at2759	Pestalotiopsis fici	ingroup	Ascomycota
M012975	M016627	ESMFold	ESM-Sa88db3fbbe6dff6eec97059b31a237151200575daa17d87bc10e2a6209864d76-d662a12b8ced	F710243	XP_065614019.1	5003856at2759	Colletotrichum fioriniae	ingroup	Ascomycota
M012999	M012999	AlphaFold	AF-W3XDU3-F1	F393283	XP_007829040.1	4613677at2759	Pestalotiopsis fici	ingroup	Ascomycota
