catalog_source	assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	asm_submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material	asm_not_live_date	assembly_type	group	genome_size	genome_size_ungapped	gc_percent	replicon_count	scaffold_count	contig_count	annotation_provider	annotation_name	annotation_date	total_gene_count	protein_coding_gene_count	non_coding_gene_count	pubmed_id	taxon_name	genus	family	order	class	phylum	kingdom	superkingdom	provisional_proteome_url	selection_status	assembly_choice_reason
genbank_fungi	GCA_022606255.1	PRJNA444032	SAMN08778678	JABYQG000000000.1	reference genome	526243	526243	Trametes meyenii	strain=CIRM-BRFM 1810	na	latest	Contig	Major	Full	2022-03-15	Tramey1	DOE Joint Genome Institute	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/606/255/GCA_022606255.1_Tramey1/	na	na	na	haploid	fungi	35370798	35370798	56.000000	0	24	24	DOE Joint Genome Institute	Annotation submitted by DOE Joint Genome Institute	2022-03-15	12719	12439	278	33538380	Trametes meyenii	Trametes	Polyporaceae	Polyporales	Agaricomycetes	Basidiomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/606/255/GCA_022606255.1_Tramey1//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
genbank_fungi	GCA_022606155.1	PRJNA334783	SAMN05444071	JABYQO000000000.1	reference genome	526244	526244	Trametes elegans	strain=CIRM-BRFM 1122	na	latest	Contig	Major	Full	2022-03-16	Artele1122_1	DOE Joint Genome Institute	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/606/155/GCA_022606155.1_Artele1122_1/	na	na	na	haploid	fungi	33812861	33812861	59.000000	0	94	94	DOE Joint Genome Institute	Annotation submitted by DOE Joint Genome Institute	2022-03-16	12232	11943	288	33538380	Trametes elegans	Trametes	Polyporaceae	Polyporales	Agaricomycetes	Basidiomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/606/155/GCA_022606155.1_Artele1122_1//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
genbank_fungi	GCA_018855395.1	PRJNA417766	SAMN14543191	JABAJW000000000.1	reference genome	530044	530044	Arthromyces matolae	na	D32	latest	Scaffold	Major	Full	2021-06-11	ASM1885539v1	Wageningen University and Research	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/855/395/GCA_018855395.1_ASM1885539v1/	na	na	na	haploid	fungi	50532040	50125940	47.000000	0	26871	28240	Wageningen University and Research	Annotation submitted by Wageningen University and Research	2021-06-11	17000	16549	451	na	Arthromyces matolae	Arthromyces	Lyophyllaceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/855/395/GCA_018855395.1_ASM1885539v1//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
genbank_fungi	GCA_018856295.1	PRJNA417766	SAMN08006773	JAFLHD000000000.1	reference genome	530045	530045	Blastosporella zonata	na	Bzo6	latest	Scaffold	Major	Full	2021-06-11	ASM1885629v1	Wageningen University and Research	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/856/295/GCA_018856295.1_ASM1885629v1/	na	na	na	haploid	fungi	48677616	48451839	48.000000	0	26537	27413	Wageningen University and Research	Annotation submitted by Wageningen University and Research	2021-06-11	12607	12126	481	na	Blastosporella zonata	Blastosporella	Lyophyllaceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/856/295/GCA_018856295.1_ASM1885629v1//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
genbank_fungi	GCA_011947485.2	PRJNA613862	SAMN14421087	JAATWK000000000.2	na	538528	538528	Colletotrichum camelliae	strain=CcLH18	na	latest	Scaffold	Major	Full	2021-09-10	ASM1194748v2	Central South University of Forestry and Technology	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/947/485/GCA_011947485.2_ASM1194748v2/	na	na	na	haploid	fungi	57798682	57797298	49.500000	0	578	706	Central South University of Forestry and Technology	Annotation submitted by Central South University of Forestry and Technology	2021-09-10	14806	14390	416	na	Colletotrichum camelliae	Colletotrichum	Glomerellaceae	Glomerellales	Sordariomycetes	Ascomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/947/485/GCA_011947485.2_ASM1194748v2//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
genbank_fungi	GCA_976943325.1	PRJEB35162	SAMEA115807991	na	reference genome	1294688	542766	Jaminaea angkorensis CBS 10918	strain=CBS 10918, C5b	na	latest	Complete Genome	Major	Full	2025-10-05	jamAngA5	Comenius University, Faculty of Mathematics, Physics and Informatics	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/976/943/325/GCA_976943325.1_jamAngA5/	na	na	na	haploid	fungi	20721755	20721755	60.500000	20	20	20	Comenius University, Faculty of Mathematics, Physics and Informatics	Annotation submitted by Comenius University, Faculty of Mathematics, Physics and Informatics	2025-10-21	8281	8281	0	na	Jaminaea angkorensis	Jaminaea		Microstromatales	Exobasidiomycetes	Basidiomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/976/943/325/GCA_976943325.1_jamAngA5//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
refseq_fungi	GCF_000820605.1	PRJNA721989	SAMN03201250	AWTV00000000.1	reference genome	1398154	545650	Sporothrix brasiliensis 5110	strain=5110	na	latest	Contig	Major	Full	2015-01-16	S_brasiliensis_5110_v1	LNCC	GCA_000820605.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/820/605/GCF_000820605.1_S_brasiliensis_5110_v1/	na	na	na	haploid	fungi	33205847	33205847	54.500000	0	13	13	LNCC	Annotation submitted by LNCC	2021-04-20	9231	9091	140	25351875	Sporothrix brasiliensis	Sporothrix	Ophiostomataceae	Ophiostomatales	Sordariomycetes	Ascomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/820/605/GCF_000820605.1_S_brasiliensis_5110_v1//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
refseq_fungi	GCF_010015815.1	PRJNA625770	SAMN02745847	JAADKQ000000000.1	reference genome	1392245	548649	Dothidotthia symphoricarpi CBS 119687	strain=CBS 119687	na	latest	Scaffold	Major	Full	2020-01-29	Dotsy1	DOE Joint Genome Institute	GCA_010015815.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/015/815/GCF_010015815.1_Dotsy1/	na	assembly from type material	na	haploid	fungi	34433519	34250354	48.000000	0	59	349	DOE Joint Genome Institute	Annotation submitted by DOE Joint Genome Institute	2020-04-21	11821	11704	113	na	Dothidotthia symphoricarpi	Dothidotthia	Dothidotthiaceae	Pleosporales	Dothideomycetes	Ascomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/015/815/GCF_010015815.1_Dotsy1//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
refseq_fungi	GCF_050947405.1	PRJNA1312006	SAMN13166096	JBPAFE000000000.1	reference genome	549676	549676	Trichoderma evansii	strain=SZMC 28006	na	latest	Scaffold	Major	Full	2025-06-17	Triev1	DOE Joint Genome Institute	GCA_050947405.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/050/947/405/GCF_050947405.1_Triev1/	na	na	na	haploid	fungi	38114710	38111753	47.000000	0	156	226	DOE Joint Genome Institute	GCF_050947405.1-RS_2026_05	2026-05-14	12096	11879	217	na	Trichoderma evansii	Trichoderma	Hypocreaceae	Hypocreales	Sordariomycetes	Ascomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/050/947/405/GCF_050947405.1_Triev1//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
refseq_fungi	GCF_000836335.1	PRJNA1140281	SAMN01932846	na	reference genome	1296109	552467	Cryptococcus bacillisporus CA1280	strain=CA1280	na	latest	Complete Genome	Major	Full	2024-05-09	ASM83633v2	Broad Institute	GCA_000836335.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/836/335/GCF_000836335.1_ASM83633v2/	na	na	na	haploid	fungi	17825526	17825526	48.000000	14	14	14	Broad Institute	Annotation submitted by Broad Institute	2024-07-31	6809	6694	57	na	Cryptococcus bacillisporus	Cryptococcus	Cryptococcaceae	Tremellales	Tremellomycetes	Basidiomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/836/335/GCF_000836335.1_ASM83633v2//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
refseq_fungi	GCF_000721765.1	PRJNA292600	SAMN02744099	AYEM00000000.1	reference genome	1043004	559561	Aureobasidium namibiae CBS 147.97	strain=CBS 147.97	na	latest	Scaffold	Major	Full	2014-07-08	Aureobasidium pullulans var. namibiae CBS 147.97 v1.0	DOE Joint Genome Institute	GCA_000721765.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/721/765/GCF_000721765.1_Aureobasidium_pullulans_var._namibiae_CBS_147.97_v1.0/	na	assembly from type material	na	haploid	fungi	25428601	25427801	51.000000	0	47	55	DOE Joint Genome Institute	Annotation submitted by DOE Joint Genome Institute	2024-01-05	10259	10259	0	24984952	Aureobasidium namibiae	Aureobasidium	Saccotheciaceae	Dothideales	Dothideomycetes	Ascomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/721/765/GCF_000721765.1_Aureobasidium_pullulans_var._namibiae_CBS_147.97_v1.0//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
refseq_fungi	GCF_014066315.1	PRJNA670757	SAMN14933604	JACCJB000000000.1	reference genome	560253	560253	Letharia lupina	na	WasteWater1	latest	Contig	Major	Full	2020-08-06	Lelup_v1.1	Eastern Washington University	GCA_014066315.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/066/315/GCF_014066315.1_Lelup_v1.1/	na	na	na	haploid	fungi	49166941	49166941	39.000000	0	30	30	Eastern Washington University	Annotation submitted by Eastern Washington University	2020-11-09	11073	11013	60	32504651	Letharia lupina	Letharia	Parmeliaceae	Lecanorales	Lecanoromycetes	Ascomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/066/315/GCF_014066315.1_Lelup_v1.1//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
refseq_fungi	GCF_019202705.1	PRJNA858120	SAMN18558097	JAGSYN000000000.1	reference genome	561895	561895	Hemisphaericaspora subhashii	strain=CBS 10753	na	latest	Scaffold	Major	Full	2021-07-13	ASM1920270v1	Barcelona Supercomputing Center	GCA_019202705.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/202/705/GCF_019202705.1_ASM1920270v1/	na	assembly from type material	na	haploid	fungi	15377153	15372724	34.500000	0	332	349	Barcelona Supercomputing Center	GCF_019202705.1-RS_2026_03	2026-03-04	6204	6146	26	20395267;34129020	Hemisphaericaspora subhashii	Hemisphaericaspora	Debaryomycetaceae	Serinales	Pichiomycetes	Ascomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/202/705/GCF_019202705.1_ASM1920270v1//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
genbank_fungi	GCA_022578505.1	PRJNA571068	SAMN19112275	JAJKKU000000000.1	reference genome	561989	561989	Nemania abortiva	strain=FL1152	na	latest	Scaffold	Major	Full	2022-02-28	Nemabo1	DOE Joint Genome Institute	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/578/505/GCA_022578505.1_Nemabo1/	na	na	na	haploid	fungi	49607496	49606209	48.000000	0	888	929	DOE Joint Genome Institute	Annotation submitted by DOE Joint Genome Institute	2022-03-23	14364	14125	224	34797921	Nemania abortiva	Nemania	Xylariaceae	Xylariales	Sordariomycetes	Ascomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/578/505/GCA_022578505.1_Nemabo1//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
genbank_fungi	GCA_040366295.1	PRJDB17581	SAMD00748664	BAABUJ000000000.1	reference genome	562976	562976	Helicostylum pulchrum	strain=KT1b	na	latest	Scaffold	Major	Full	2024-04-06	Hpulcur_1.0	Obihiro University of Agriculture and Veterinary Medicine	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/366/295/GCA_040366295.1_Hpulcur_1.0/	na	na	na	haploid	fungi	34742669	34742600	34.000000	0	91	94	Obihiro University of Agriculture and Veterinary Medicine	Annotation submitted by Obihiro University of Agriculture and Veterinary Medicine	2024-04-06	12199	11978	221	39083676	Helicostylum pulchrum	Helicostylum	Mucoraceae	Mucorales	Mucoromycetes	Mucoromycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/366/295/GCA_040366295.1_Hpulcur_1.0//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
refseq_fungi	GCF_000732125.1	PRJNA319335	SAMN02727168	JOWA00000000.1	reference genome	563466	563466	Scedosporium apiospermum	strain=IHEM 14462	na	latest	Scaffold	Major	Full	2014-07-21	ScApio1.0	LUNAM - Angers University	GCA_000732125.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/732/125/GCF_000732125.1_ScApio1.0/	na	na	na	haploid	fungi	43437139	43202145	50.500000	0	176	333	LUNAM - Angers University	Annotation submitted by LUNAM - Angers University	2023-09-11	10920	8376	0	25278533	Scedosporium apiospermum	Scedosporium	Microascaceae	Microascales	Sordariomycetes	Ascomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/732/125/GCF_000732125.1_ScApio1.0//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
refseq_fungi	GCF_035658355.1	PRJNA1073834	SAMN16387706	na	reference genome	564305	564305	Kwoniella shivajii	na	CBS 11374	latest	Complete Genome	Major	Full	2024-01-15	ASM3565835v1	Broad Institute	GCA_035658355.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/035/658/355/GCF_035658355.1_ASM3565835v1/	na	assembly from type material	na	haploid	fungi	22171496	22171496	43.500000	12	12	12	Broad Institute	Annotation submitted by Broad Institute	2024-02-07	7975	7879	50	na	Kwoniella shivajii	Kwoniella	Cryptococcaceae	Tremellales	Tremellomycetes	Basidiomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/035/658/355/GCF_035658355.1_ASM3565835v1//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
genbank_fungi	GCA_003369635.1	PRJNA388491	SAMN07177961	PDLN00000000.1	reference genome	565419	565419	Coleophoma crateriformis	strain=BP5796	na	latest	Scaffold	Major	Full	2018-08-10	ASM336963v1	The University of Texas Health Science Center at Houston	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/369/635/GCA_003369635.1_ASM336963v1/	na	na	na	haploid	fungi	40652013	40419787	48.500000	0	45	229	The University of Texas Health Science Center at Houston	Annotation submitted by The University of Texas Health Science Center at Houston	2018-08-10	13257	13257	0	30018880	Coleophoma crateriformis	Coleophoma	Dermateaceae	Helotiales	Leotiomycetes	Ascomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/369/635/GCA_003369635.1_ASM336963v1//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
genbank_fungi	GCA_015832175.1	PRJNA588476	SAMN13245827	WJXW00000000.1	reference genome	565426	565426	Paraphaeosphaeria minitans	strain=Conio (IMI134523)	na	latest	Contig	Major	Full	2020-12-08	ASM1583217v1	University of Bedfordshire	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/832/175/GCA_015832175.1_ASM1583217v1/	na	na	na	haploid	fungi	47922910	47922910	48.000000	0	34	34	University of Bedfordshire	Annotation submitted by University of Bedfordshire	2020-12-08	13677	13677	0	33118857	Paraphaeosphaeria minitans	Paraphaeosphaeria	Didymosphaeriaceae	Pleosporales	Dothideomycetes	Ascomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/832/175/GCA_015832175.1_ASM1583217v1//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
genbank_fungi	GCA_000412225.2	PRJNA39551	SAMN03081470	na	reference genome	566037	566037	[Ashbya] aceris (nom. inval.)	na	na	latest	Complete Genome	Major	Full	2014-06-05	ASM41222v2	Duke University, Molecular Genetics and Microbiology	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/412/225/GCA_000412225.2_ASM41222v2/	na	na	na	haploid	fungi	8867527	8867527	51.500000	7	7	7	Duke University, Molecular Genetics and Microbiology	Annotation submitted by Duke University, Molecular Genetics and Microbiology	2014-10-01	4690	4487	203	23749448	[Ashbya] aceris (nom. inval.)	Eremothecium	Saccharomycetaceae	Saccharomycetales	Saccharomycetes	Ascomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/412/225/GCA_000412225.2_ASM41222v2//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
refseq_fungi	GCF_023758015.1	PRJNA858129	SAMN18144514	JAFVLU000000000.1	reference genome	566460	566460	Alternaria viburni	strain=BMP 2772	na	latest	Scaffold	Major	Full	2022-06-17	ASM2375801v1	Cornell University	GCA_023758015.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/758/015/GCF_023758015.1_ASM2375801v1/	na	assembly from type material	na	haploid	fungi	36351886	36351767	50.500000	0	188	191	Cornell University	Annotation submitted by Cornell University	2022-07-15	11856	11747	109	na	Alternaria viburni	Alternaria	Pleosporaceae	Pleosporales	Dothideomycetes	Ascomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/758/015/GCF_023758015.1_ASM2375801v1//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
