case_id	taxa	nucleotide_columns	distinct_aligned_sequences	variable_nucleotide_columns	parsimony_informative_nucleotide_columns	marker_copy_caveat	status
Cryptococcus__776280at2759__code1	10	1416	10	739	503	none_recorded	ready_for_supported_tree_diagnostic
Wallemia__776280at2759__code1	4	822	4	353	90	none_recorded	ready_for_supported_tree_diagnostic
Umbelopsis__776280at2759__code1	4	1338	4	522	118	none_recorded	ready_for_supported_tree_diagnostic
Aspergillus__801816at2759__code1	10	558	10	220	178	none_recorded	ready_for_supported_tree_diagnostic
Colletotrichum__801816at2759__code1	10	558	8	189	118	none_recorded	ready_for_supported_tree_diagnostic
Fusarium__801816at2759__code1	10	558	10	153	118	none_recorded	ready_for_supported_tree_diagnostic
Trichoderma__801816at2759__code1	9	558	9	150	105	none_recorded	ready_for_supported_tree_diagnostic
Saccharomyces__801816at2759__code1	7	561	7	167	99	none_recorded	ready_for_supported_tree_diagnostic
Candida__801816at2759__code12	4	555	4	155	35	none_recorded	ready_for_supported_tree_diagnostic
Amanita__801816at2759__code1	7	555	7	225	150	none_recorded	ready_for_supported_tree_diagnostic
Suillus__801816at2759__code1	10	555	10	107	45	none_recorded	ready_for_supported_tree_diagnostic
Malassezia__801816at2759__code1	4	363	4	214	38	none_recorded	ready_for_supported_tree_diagnostic
Microbotryum__801816at2759__code1	4	531	4	90	5	none_recorded	ready_for_supported_tree_diagnostic
Tilletia__801816at2759__code1	5	552	3	151	25	none_recorded	insufficient_sequence_information_for_this_tree_workflow
Cryptococcus__801816at2759__code1	9	534	9	239	92	none_recorded	ready_for_supported_tree_diagnostic
Wallemia__801816at2759__code1	4	534	4	266	79	none_recorded	ready_for_supported_tree_diagnostic
Umbelopsis__801816at2759__code1	4	558	4	157	38	none_recorded	ready_for_supported_tree_diagnostic
Aspergillus__3643464at2759__code1	10	2325	10	1100	898	none_recorded	ready_for_supported_tree_diagnostic
Colletotrichum__3643464at2759__code1	10	2295	10	740	534	none_recorded	ready_for_supported_tree_diagnostic
Fusarium__3643464at2759__code1	10	2292	10	714	653	none_recorded	ready_for_supported_tree_diagnostic
Trichoderma__3643464at2759__code1	10	2280	10	743	594	none_recorded	ready_for_supported_tree_diagnostic
Saccharomyces__3643464at2759__code1	7	1992	7	729	385	none_recorded	ready_for_supported_tree_diagnostic
Amanita__3643464at2759__code1	7	1878	7	886	571	none_recorded	ready_for_supported_tree_diagnostic
Suillus__3643464at2759__code1	10	2247	10	516	204	none_recorded	ready_for_supported_tree_diagnostic
Malassezia__3643464at2759__code1	5	1842	5	1022	407	none_recorded	ready_for_supported_tree_diagnostic
Microbotryum__3643464at2759__code1	4	2199	4	367	53	none_recorded	ready_for_supported_tree_diagnostic
Tilletia__3643464at2759__code1	5	2187	4	689	117	none_recorded	ready_for_supported_tree_diagnostic
Cryptococcus__3643464at2759__code1	10	2262	10	973	722	none_recorded	ready_for_supported_tree_diagnostic
Wallemia__3643464at2759__code1	4	1905	4	588	193	none_recorded	ready_for_supported_tree_diagnostic
Umbelopsis__3643464at2759__code1	4	2052	4	811	191	none_recorded	ready_for_supported_tree_diagnostic
Aspergillus__5000823at2759__code1	10	2859	10	1127	766	none_recorded	ready_for_supported_tree_diagnostic
Colletotrichum__5000823at2759__code1	9	2895	9	672	376	none_recorded	ready_for_supported_tree_diagnostic
Fusarium__5000823at2759__code1	9	2874	9	714	598	none_recorded	ready_for_supported_tree_diagnostic
Trichoderma__5000823at2759__code1	10	2874	10	638	462	none_recorded	ready_for_supported_tree_diagnostic
Saccharomyces__5000823at2759__code1	7	2607	7	790	448	none_recorded	ready_for_supported_tree_diagnostic
Candida__5000823at2759__code12	4	2244	4	539	160	none_recorded	ready_for_supported_tree_diagnostic
Amanita__5000823at2759__code1	7	2790	7	1370	850	none_recorded	ready_for_supported_tree_diagnostic
Suillus__5000823at2759__code1	9	2439	9	608	265	none_recorded	ready_for_supported_tree_diagnostic
Malassezia__5000823at2759__code1	5	2763	5	1225	446	none_recorded	ready_for_supported_tree_diagnostic
Microbotryum__5000823at2759__code1	4	2736	4	320	30	none_recorded	ready_for_supported_tree_diagnostic
Tilletia__5000823at2759__code1	5	2829	4	681	152	none_recorded	ready_for_supported_tree_diagnostic
Cryptococcus__5000823at2759__code1	10	2571	10	1102	630	none_recorded	ready_for_supported_tree_diagnostic
Wallemia__5000823at2759__code1	4	2670	4	890	292	none_recorded	ready_for_supported_tree_diagnostic
Aspergillus__4843824at2759__code1	10	564	9	233	168	none_recorded	ready_for_supported_tree_diagnostic
Colletotrichum__4843824at2759__code1	9	576	8	162	100	none_recorded	ready_for_supported_tree_diagnostic
Fusarium__4843824at2759__code1	9	570	9	189	170	none_recorded	ready_for_supported_tree_diagnostic
Trichoderma__4843824at2759__code1	10	573	10	153	116	none_recorded	ready_for_supported_tree_diagnostic
Saccharomyces__4843824at2759__code1	7	582	7	155	90	none_recorded	ready_for_supported_tree_diagnostic
Candida__4843824at2759__code12	4	570	4	186	41	none_recorded	ready_for_supported_tree_diagnostic
Amanita__4843824at2759__code1	6	582	6	235	145	none_recorded	ready_for_supported_tree_diagnostic
Suillus__4843824at2759__code1	10	582	10	139	68	none_recorded	ready_for_supported_tree_diagnostic
Malassezia__4843824at2759__code1	5	570	5	267	113	none_recorded	ready_for_supported_tree_diagnostic
Microbotryum__4843824at2759__code1	4	591	4	102	15	none_recorded	ready_for_supported_tree_diagnostic
Tilletia__4843824at2759__code1	5	582	4	163	23	none_recorded	ready_for_supported_tree_diagnostic
Cryptococcus__4843824at2759__code1	9	585	9	230	157	none_recorded	ready_for_supported_tree_diagnostic
Wallemia__4843824at2759__code1	4	510	4	228	94	none_recorded	ready_for_supported_tree_diagnostic
Umbelopsis__4843824at2759__code1	4	582	4	225	44	none_recorded	ready_for_supported_tree_diagnostic
