manual_review_rank	species_a	species_b	marker	taxon_a	taxon_b	same_model_coordinates	pfam_accession	pfam_name	hit_a	hit_b	domain_a_start	domain_a_end	domain_b_start	domain_b_end	domain_shared_positions	domain_compared_residues	whole_marker_compared_residues	whole_marker_rmsd_angstrom	domain_sites_under_whole_marker_fit_rmsd_angstrom	domain_own_fit_rmsd_angstrom	domain_fit_improvement_angstrom	domain_uncorrected_sequence_difference	local_distance_pairs	local_mean_absolute_distance_change_angstrom	pae10_local_pairs	pae10_local_pair_fraction	pae10_local_mean_absolute_distance_change_angstrom
457	Fusarium musae	Magnaporthiopsis poae	4985971at2759	F1042133	F148304	False	PF03029.24	ATP_bind_1	H00029464	H00009293	21	284	21	284	236	231	272	0.47905525575870556	0.3643926038435051	0.2508074891422549	0.11358511470125016	0.1341991341991342	5180	0.09742169077249838	5180	1.0	0.09742169077249838
458	Fusarium verticillioides	Magnaporthiopsis poae	4985971at2759	F117187	F148304	False	PF03029.24	ATP_bind_1	H00029464	H00009293	21	284	21	284	236	231	272	0.47905525575870556	0.3643926038435051	0.2508074891422549	0.11358511470125016	0.1341991341991342	5180	0.09742169077249838	5180	1.0	0.09742169077249838
459	Aspergillus flavus	Waltiozyma pijperi	4843824at2759	F5059	F599730	False	PF03876.23	SHS2_Rpb7-N	H00102253	H00122063	8	64	8	64	57	57	174	0.6957447206638255	0.5522942206120611	0.43977856856324304	0.11251565204881808	0.5614035087719298	623	0.20304345471450633	623	1.0	0.20304345471450633
460	Aspergillus oryzae	Waltiozyma pijperi	4843824at2759	F5062	F599730	False	PF03876.23	SHS2_Rpb7-N	H00102253	H00122063	8	64	8	64	57	57	174	0.6957447206638255	0.5522942206120611	0.43977856856324304	0.11251565204881808	0.5614035087719298	623	0.20304345471450633	623	1.0	0.20304345471450633
461	Diplodia corticola	Pachysolen tannophilus	115730at2759	F236234	F4918	False	PF17903.8	KH_KRR1_1st	H00103676	H00121304	38	118	39	119	79	79	222	0.7256069577464714	0.6334755856867282	0.5225442550687066	0.11093133061802163	0.21518987341772153	1449	0.1735688293726273	1449	1.0	0.1735688293726273
462	Fusarium verticillioides	Coniochaeta ligniaria	4988239at2759	F117187	F177197	False	PF08351.19	TmcA_N	H00084625	H00075660	9	202	9	202	191	166	758	0.7474088548802351	0.21010105447911437	0.10002878930222157	0.1100722651768928	0.10240963855421686	3178	0.05113427790946102	3177	0.999685336689742	0.051132203053423024
463	Trichoderma asperellum	Sphaceloma murrayae	5005697at2759	F101201	F2082308	False	PF02881.25	SRP54_N	H00041785	H00007955	343	411	378	447	59	52	236	1.5370169899486006	0.38848701262544394	0.2801098984335346	0.10837711419190932	0.2692307692307692	699	0.15027790721595008	699	1.0	0.15027790721595008
464	Aspergillus oryzae	Trichoderma harzianum	5015647at2759	F5062	F5544	False	PF17207.10	MCM_OB	H00055132	H00099590	239	368	229	358	125	123	447	0.6756560059332191	0.9660082829759541	0.8576835573829564	0.10832472559299766	0.23577235772357724	1819	0.15252974901143845	1819	1.0	0.15252974901143845
465	Pyricularia grisea	Pestalotiopsis fici	4985971at2759	F148305	F393283	False	PF03029.24	ATP_bind_1	H00090998	H00071032	23	288	20	280	237	229	269	0.4657127185378832	0.33190034218383957	0.2238961377382496	0.10800420444558997	0.13100436681222707	5132	0.08437650413734371	5132	1.0	0.08437650413734371
466	Pseudovirgaria hyperparasitica	Pachysolen tannophilus	4988239at2759	F470096	F4918	False	PF05127.22	NAT10_TcmA_helicase	H00116335	H00071206	283	499	281	496	195	166	761	0.6343875355069433	0.3102982731559672	0.20423901957487264	0.10605925358109455	0.1927710843373494	3166	0.10256028845517658	3166	1.0	0.10256028845517658
467	Pachysolen tannophilus	Arthrobotrys flagrans	4977863at2759	F4918	F97331	False	PF06862.18	Utp25_C	H00068348	H00115388	616	823	408	594	114	114	263	2.5923938918912652	3.4190161793025777	3.3135594754365796	0.10545670386599815	0.6052631578947368	2296	1.0878389888902928	2294	0.9991289198606271	1.0839056111810204
468	Pseudovirgaria hyperparasitica	Williopsis jadinii	260326at2759	F470096	F4903	False	PF00575.30	S1	H00152959	H00145507	78	153	80	156	69	69	150	1.6600815745087882	1.8279468513835502	1.7228175093900682	0.105129341993482	0.463768115942029	1045	0.5593908386868086	1045	1.0	0.5593908386868086
469	Polychaeton citri	Saccharomyces arboricola	5015403at2759	F705562	F706196	False	PF03147.20	FDX-ACB	H00107469	H00055829	426	501	372	469	60	60	311	2.1271796003985903	0.9594835781051105	0.8550363607103814	0.10444721739472917	0.38333333333333336	727	0.3999964229685042	727	1.0	0.3999964229685042
470	Pachysolen tannophilus	Patellaria atrata	5013259at2759	F4918	F703506	False	PF01246.27	Ribosomal_L24e	H00031091	H00085052	1	65	1	65	65	65	138	1.0460611888124995	0.2625080264751032	0.1581106997522339	0.10439732672286928	0.27692307692307694	841	0.06962997447802717	841	1.0	0.06962997447802717
471	Trichoderma asperellum	Aspergillus puulaauensis	5005697at2759	F101201	F1220207	False	PF02881.25	SRP54_N	H00041785	H00019473	343	411	333	402	59	55	238	1.5892801163666193	0.38241640731313387	0.2780287101830855	0.10438769713004836	0.34545454545454546	739	0.12460938546017195	739	1.0	0.12460938546017195
472	Saccharomyces uvarum	Patellaria atrata	5013259at2759	F230603	F703506	False	PF01246.27	Ribosomal_L24e	H00073371	H00085052	1	65	1	65	65	65	138	1.0831273141106839	0.29243720565540055	0.1881591588002589	0.10427804685514164	0.2923076923076923	844	0.08572600640332902	844	1.0	0.08572600640332902
473	Aspergillus puulaauensis	Sphaceloma murrayae	5005697at2759	F1220207	F2082308	False	PF02881.25	SRP54_N	H00019473	H00007955	333	402	378	447	61	54	235	1.151343127420139	0.31930709454381156	0.21696972086408947	0.1023373736797221	0.35185185185185186	757	0.13175699172655153	757	1.0	0.13175699172655153
474	Pseudovirgaria hyperparasitica	Lineolata rhizophorae	4988239at2759	F470096	F578093	False	PF08351.19	TmcA_N	H00116334	H00065099	9	202	9	202	191	169	756	0.4760258978038685	0.6397335976304338	0.5380150752258688	0.10171852240456503	0.13609467455621302	3193	0.11133664309894148	3193	1.0	0.11133664309894148
475	Pachysolen tannophilus	Waltiozyma pijperi	4843824at2759	F4918	F599730	False	PF03876.23	SHS2_Rpb7-N	H00034406	H00122063	8	63	8	64	56	56	174	0.4212484171074597	0.3756520706662626	0.2757241164493177	0.09992795421694489	0.4107142857142857	599	0.14018469717511395	599	1.0	0.14018469717511395
476	Pseudovirgaria hyperparasitica	Pachysolen tannophilus	319730at2759	F470096	F4918	False	PF02403.28	Seryl_tRNA_N	H00159458	H00122909	1	112	1	112	91	85	386	1.0070467976031336	0.9875850521709205	0.8893025503818064	0.09828250178911413	0.6352941176470588	1065	0.3408075145068654	1065	1.0	0.3408075145068654
477	Phyllachora maydis	Pseudovirgaria hyperparasitica	730114at2759	F1825666	F470096	False	PF21405.3	AMG1_II	H00150041	H00070295	210	294	188	287	82	82	518	0.9429348804461366	1.6835381334291608	1.5856663301729683	0.09787180325619249	0.3048780487804878	1386	0.45655534988006874	1386	1.0	0.45655534988006874
478	Pseudovirgaria hyperparasitica	Pachysolen tannophilus	4971272at2759	F470096	F4918	False	PF01399.34	PCI	H00062063	H00027627	370	440	325	398	70	66	345	1.58355242566189	0.7919065950468447	0.6941099283432665	0.09779666670357823	0.5151515151515151	1002	0.18384220940365015	1002	1.0	0.18384220940365015
479	Saccharomyces uvarum	Pachysolen tannophilus	4843824at2759	F230603	F4918	False	PF03876.23	SHS2_Rpb7-N	H00096644	H00034406	8	64	8	63	56	56	179	0.5140919032600615	0.42291648371284046	0.3254325286444479	0.09748395506839258	0.5	601	0.15381706248891308	601	1.0	0.15381706248891308
480	Pseudovirgaria hyperparasitica	Colletotrichum gloeosporioides	5002573at2759	F470096	F474922	False	PF03465.21	eRF1_3	H00158158	H00090458	285	388	300	402	97	95	318	1.6977592201892884	1.432441970775759	1.336167414205334	0.09627455657042505	0.43157894736842106	1808	0.4034681837441252	1785	0.9872787610619469	0.3149353586296887
481	Pseudovirgaria hyperparasitica	Pachysolen tannophilus	5006326at2759	F470096	F4918	False	PF18262.8	PhetRS_B1	H00026398	H00111091	1	82	1	77	69	69	538	2.376050265163798	1.3611621327215664	1.2662881961377743	0.09487393658379206	0.2753623188405797	1108	0.2940407517082862	1108	1.0	0.2940407517082862
482	Phyllachora maydis	Pseudovirgaria hyperparasitica	730114at2759	F1825666	F470096	False	PF21404.4	AMG1_III	H00150042	H00070296	310	448	301	440	138	138	518	0.9429348804461366	0.6598026288625964	0.5662769606086265	0.0935256682539699	0.34057971014492755	3077	0.21487084806938878	3077	1.0	0.21487084806938878
483	Colletotrichum gloeosporioides	Trichoderma harzianum	5002573at2759	F474922	F5544	False	PF26356.1	Pelota_N	H00090456	H00029913	28	157	1	131	113	108	327	1.4003386782525806	1.572026868208658	1.4787156061306308	0.0933112620780272	0.35185185185185186	1942	0.29608782221937957	1933	0.9953656024716787	0.27830577915449795
484	Ogataea parapolymorpha	Waltiozyma pijperi	4843824at2759	F1005962	F599730	False	PF03876.23	SHS2_Rpb7-N	H00007521	H00122063	8	64	8	64	57	57	174	0.3370926150835679	0.3127245173771555	0.22014048424547034	0.09258403313168517	0.3684210526315789	613	0.12963392833557222	613	1.0	0.12963392833557222
485	Aspergillus nidulans	Pleurostoma richardsiae	5001941at2759	F162425	F41990	False	PF04130.19	GCP_C_terminal	H00051083	H00092257	507	868	529	910	239	213	476	1.6395523375061127	2.3525026030373275	2.260161448808984	0.09234115422834366	0.2676056338028169	4270	0.39891001537478643	4259	0.997423887587822	0.3827854280576676
486	Cercospora beticola	Trichoderma harzianum	5015647at2759	F122368	F5544	False	PF17855.8	MCM_lid	H00025806	H00099593	715	802	700	787	83	75	449	0.2805227626645356	0.28784510906000865	0.1960119716750938	0.09183313738491486	0.24	1149	0.12486268192531279	1149	1.0	0.12486268192531279
487	Neolecta irregularis	Pachysolen tannophilus	5000045at2759	F48691	F4918	False	PF01399.34	PCI	H00015157	H00122879	248	329	271	357	70	54	174	1.4912279637413284	0.5598185334560628	0.4689882088483719	0.09083032460769092	0.5185185185185185	777	0.25823976700963686	777	1.0	0.25823976700963686
488	Aulographum hederae	Gomphillus americanus	5000476at2759	F1176130	F1940652	False	PF01399.34	PCI	H00144138	H00155911	377	453	345	420	75	75	301	0.2583972349556898	0.2407742462902185	0.15253576218976242	0.0882384841004561	0.2	1064	0.07994702028459952	1064	1.0	0.07994702028459952
489	Aspergillus luchuensis	Aspergillus oryzae	5015647at2759	F1069201	F5062	False	PF17855.8	MCM_lid	H00125735	H00055135	714	801	711	798	83	76	449	0.49649912527107165	0.226626699950066	0.13971393808352353	0.08691276186654248	0.11842105263157894	1168	0.07860876184859553	1168	1.0	0.07860876184859553
490	Fusarium musae	Pyricularia grisea	4985971at2759	F1042133	F148305	False	PF03029.24	ATP_bind_1	H00029464	H00090998	21	284	23	288	237	234	274	0.4147622890342678	0.31588083779297343	0.22904626066694303	0.0868345771260304	0.13247863247863248	5269	0.090441042917468	5269	1.0	0.090441042917468
491	Fusarium verticillioides	Pyricularia grisea	4985971at2759	F117187	F148305	False	PF03029.24	ATP_bind_1	H00029464	H00090998	21	284	23	288	237	234	274	0.4147622890342678	0.31588083779297343	0.22904626066694303	0.0868345771260304	0.13247863247863248	5269	0.090441042917468	5269	1.0	0.090441042917468
492	Paracoccidioides lutzii	Pseudovirgaria hyperparasitica	4969018at2759	F1048829	F470096	False	PF08068.18	DKCLD	H00156294	H00080849	25	82	24	81	56	56	354	0.5641851314978972	0.42568852357289655	0.33998815372872593	0.08570036984417062	0.16071428571428573	344	0.1210092936903904	344	1.0	0.1210092936903904
493	Aulographum hederae	Pachysolen tannophilus	5000476at2759	F1176130	F4918	False	PF01399.34	PCI	H00144138	H00040686	377	453	288	365	76	76	292	0.9838251678693783	0.66872009743136	0.5832732862158851	0.08544681121547482	0.4473684210526316	1082	0.23162058215260167	1082	1.0	0.23162058215260167
494	Pleurostoma richardsiae	Patellaria atrata	5005892at2759	F41990	F703506	False	PF09202.18	Rio2_N	H00071095	H00080837	8	92	8	91	82	76	270	0.4875023525822137	0.4732276059128162	0.38797937326894094	0.08524823264387527	0.21052631578947367	1384	0.17778269456773374	1381	0.9978323699421965	0.17780734097616335
495	Cercospora beticola	Trichoderma harzianum	5015647at2759	F122368	F5544	False	PF17207.10	MCM_OB	H00025803	H00099590	243	372	229	358	125	122	449	0.2805227626645356	0.28269337909149045	0.1977045505686103	0.08498882852288014	0.20491803278688525	1788	0.08609523978835852	1788	1.0	0.08609523978835852
496	Ogataea parapolymorpha	Colletotrichum costaricense	4843824at2759	F1005962	F1209916	False	PF08292.19	RNA_pol_Rbc25	H00007522	H00058674	83	205	83	191	109	97	179	0.7436721211932281	0.8293479087388662	0.7446422737940536	0.08470563494481265	0.6597938144329897	1762	0.23820718068276883	1762	1.0	0.23820718068276883
497	Ogataea parapolymorpha	Colletotrichum tamarilloi	4843824at2759	F1005962	F1209934	False	PF08292.19	RNA_pol_Rbc25	H00007522	H00058674	83	205	83	191	109	97	179	0.7436721211932281	0.8293479087388662	0.7446422737940536	0.08470563494481265	0.6597938144329897	1762	0.23820718068276883	1762	1.0	0.23820718068276883
498	Lepraria neglecta	Sporothrix schenckii	730114at2759	F209136	F29908	False	PF21405.3	AMG1_II	H00060005	H00071349	186	290	201	289	87	87	526	0.8426382339838279	1.6588263962873087	1.577655893168899	0.08117050311840956	0.40229885057471265	1434	0.42246117387438	1434	1.0	0.42246117387438
499	Phyllachora maydis	Sporothrix schenckii	730114at2759	F1825666	F29908	False	PF00408.27	PGM_PMM_IV	H00150043	H00071351	466	537	459	533	72	71	522	0.6252258966866159	0.26201338440760824	0.18094086090004774	0.0810725235075605	0.2676056338028169	1128	0.10203061332236954	1128	1.0	0.10203061332236954
500	Pachysolen tannophilus	Ascoidea rubescens	4977163at2759	F4918	F54195	False	PF25005.2	PSF2_N	H00000594	H00111339	12	71	13	70	50	50	139	1.4587644371664408	1.5625930195801356	1.4818858341750545	0.08070718540508115	0.52	678	0.4237206300624798	678	1.0	0.4237206300624798
501	Pseudovirgaria hyperparasitica	Lineolata rhizophorae	319730at2759	F470096	F578093	False	PF02403.28	Seryl_tRNA_N	H00159458	H00116011	1	112	1	111	91	85	387	1.4476712389574569	2.174037524754439	2.0934094001347194	0.08062812461971935	0.21176470588235294	1076	0.7200930381914081	1076	1.0	0.7200930381914081
502	Sporothrix schenckii	Pseudovirgaria hyperparasitica	730114at2759	F29908	F470096	False	PF21405.3	AMG1_II	H00071349	H00070295	201	289	188	287	86	86	521	0.8710631035992601	1.63417452106087	1.5541265262251056	0.08004799483576441	0.4186046511627907	1422	0.48366792502957023	1422	1.0	0.48366792502957023
503	Fusarium verticillioides	Pseudovirgaria hyperparasitica	4988239at2759	F117187	F470096	False	PF05127.22	NAT10_TcmA_helicase	H00084626	H00116335	282	495	283	499	195	168	766	0.693264393623773	0.41082970766471133	0.33105508882613865	0.07977461883857268	0.10714285714285714	3198	0.08090185964533292	3198	1.0	0.08090185964533292
504	Colletotrichum costaricense	Aspergillus flavus	4843824at2759	F1209916	F5059	False	PF03876.23	SHS2_Rpb7-N	H00058673	H00102253	9	64	8	64	56	56	178	0.5068661071394845	0.2833221641386711	0.2036169047558019	0.07970525938286921	0.25	598	0.09571148545680144	598	1.0	0.09571148545680144
505	Colletotrichum costaricense	Aspergillus oryzae	4843824at2759	F1209916	F5062	False	PF03876.23	SHS2_Rpb7-N	H00058673	H00102253	9	64	8	64	56	56	178	0.5068661071394845	0.2833221641386711	0.2036169047558019	0.07970525938286921	0.25	598	0.09571148545680144	598	1.0	0.09571148545680144
506	Colletotrichum tamarilloi	Aspergillus flavus	4843824at2759	F1209934	F5059	False	PF03876.23	SHS2_Rpb7-N	H00058673	H00102253	9	64	8	64	56	56	178	0.5068661071394845	0.2833221641386711	0.2036169047558019	0.07970525938286921	0.25	598	0.09571148545680144	598	1.0	0.09571148545680144
507	Colletotrichum tamarilloi	Aspergillus oryzae	4843824at2759	F1209934	F5062	False	PF03876.23	SHS2_Rpb7-N	H00058673	H00102253	9	64	8	64	56	56	178	0.5068661071394845	0.2833221641386711	0.2036169047558019	0.07970525938286921	0.25	598	0.09571148545680144	598	1.0	0.09571148545680144
508	Aspergillus nidulans	Neolecta irregularis	115730at2759	F162425	F48691	False	PF17903.8	KH_KRR1_1st	H00142228	H00099068	38	118	56	136	80	80	224	0.7375766911418542	0.5659591406147408	0.48730681579877	0.07865232481597084	0.275	1454	0.16177888562480144	1454	1.0	0.16177888562480144
509	Lithohypha guttulata	Pneumocystis carinii	115730at2759	F1690604	F4754	False	PF17903.8	KH_KRR1_1st	H00012551	H00054626	38	118	51	131	80	80	227	1.2951487519075129	0.7476446395089741	0.6692207024497028	0.07842393705927131	0.3375	1470	0.242906810515005	1470	1.0	0.242906810515005
510	Aulographum hederae	Colletotrichum costaricense	5000476at2759	F1176130	F1209916	False	PF01399.34	PCI	H00144138	H00116531	377	453	371	443	70	69	300	0.2783976962818836	0.27883968510767937	0.20054222898724694	0.07829745612043243	0.2318840579710145	857	0.09151965349705594	857	1.0	0.09151965349705594
511	Aulographum hederae	Colletotrichum tamarilloi	5000476at2759	F1176130	F1209934	False	PF01399.34	PCI	H00144138	H00116531	377	453	371	443	70	69	300	0.2783976962818836	0.27883968510767937	0.20054222898724694	0.07829745612043243	0.2318840579710145	857	0.09151965349705594	857	1.0	0.09151965349705594
512	Aulographum hederae	Colletotrichum lupini	5000476at2759	F1176130	F145971	False	PF01399.34	PCI	H00144138	H00116531	377	453	371	443	70	69	300	0.2783976962818836	0.27883968510767937	0.20054222898724694	0.07829745612043243	0.2318840579710145	857	0.09151965349705594	857	1.0	0.09151965349705594
513	Aulographum hederae	Colletotrichum abscissum	5000476at2759	F1176130	F1671311	False	PF01399.34	PCI	H00144138	H00116531	377	453	371	443	70	69	300	0.2783976962818836	0.27883968510767937	0.20054222898724694	0.07829745612043243	0.2318840579710145	857	0.09151965349705594	857	1.0	0.09151965349705594
514	Pseudovirgaria hyperparasitica	Pachysolen tannophilus	4823929at2759	F470096	F4918	False	PF16575.12	CLP1_P	H00140538	H00104584	156	359	158	361	188	178	382	1.9706127960214734	1.3252519430991467	1.2481238033622981	0.07712813973684862	0.6741573033707865	3714	0.5588811172770098	3714	1.0	0.5588811172770098
515	Pachysolen tannophilus	Lineolata rhizophorae	319730at2759	F4918	F578093	False	PF02403.28	Seryl_tRNA_N	H00122909	H00116011	1	112	1	111	91	91	392	1.707914526574693	2.695470378636763	2.6186098602601993	0.07686051837656382	0.6263736263736264	1196	1.1836264942865165	1196	1.0	1.1836264942865165
516	Saccharomyces uvarum	Aspergillus flavus	4843824at2759	F230603	F5059	False	PF08292.19	RNA_pol_Rbc25	H00096645	H00102254	83	211	83	193	111	94	176	0.7150113459494082	0.7180941398036337	0.6412517151226741	0.07684242468095959	0.5851063829787234	1734	0.2281793122703563	1731	0.9982698961937716	0.22726953670880903
517	Saccharomyces uvarum	Aspergillus oryzae	4843824at2759	F230603	F5062	False	PF08292.19	RNA_pol_Rbc25	H00096645	H00102254	83	211	83	193	111	94	176	0.7150113459494082	0.7180941398036337	0.6412517151226741	0.07684242468095959	0.5851063829787234	1734	0.2281793122703563	1731	0.9982698961937716	0.22726953670880903
518	Aspergillus puulaauensis	Pachysolen tannophilus	115730at2759	F1220207	F4918	False	PF17903.8	KH_KRR1_1st	H00069357	H00121304	38	118	39	119	79	79	223	0.6760708534094	0.5536123490414901	0.4769477711487735	0.07666457789271663	0.21518987341772153	1433	0.14119925660788749	1433	1.0	0.14119925660788749
519	Phyllachora maydis	Lepraria neglecta	730114at2759	F1825666	F209136	False	PF00408.27	PGM_PMM_IV	H00150043	H00060007	466	537	476	534	58	57	523	0.9678905533065582	0.3488980638869584	0.2724258112412918	0.0764722526456666	0.3684210526315789	795	0.13921372615165342	795	1.0	0.13921372615165342
